"","Year","State","CoC.Number","CoC.Name","Measures","Count"
"3849",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Sheltered Parenting Youth Under 18",0
"3850",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Total Homeless",2302
"3851",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Children of Parenting Youth",1
"3852",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Chronically Homeless",280
"3853",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Chronically Homeless Individuals",261
"3854",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Chronically Homeless People in Families",19
"3855",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Homeless",782
"3856",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Homeless Individuals",759
"3857",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Homeless People in Families",23
"3858",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",8
"3859",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",29
"3860",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",37
"3861",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Homeless Veterans",81
"3862",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Parenting Youth (Under 25)",1
"3863",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Parenting Youth Age 18-24",1
"3864",2016-01-01,"Florida","FL-601","Ft Lauderdale/Broward County CoC","Unsheltered Parenting Youth Under 18",0
"3865",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Children of Parenting Youth",39
"3866",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Chronically Homeless",76
"3867",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Chronically Homeless Individuals",71
"3868",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Chronically Homeless People in Families",5
"3869",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Homeless Individuals",223
"3870",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Homeless People in Families",165
"3871",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Homeless Unaccompanied Children (Under 18)",0
"3872",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",8
"3873",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Homeless Unaccompanied Youth (Under 25)",8
"3874",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Homeless Veterans",65
"3875",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Parenting Youth (Under 25)",39
"3876",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Parenting Youth Age 18-24",39
"3877",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Parenting Youth Under 18",0
"3878",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Children of Parenting Youth",3
"3879",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Chronically Homeless",10
"3880",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Chronically Homeless Individuals",5
"3881",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Chronically Homeless People in Families",5
"3882",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Homeless",134
"3883",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Homeless Individuals",79
"3884",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Homeless People in Families",55
"3885",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"3886",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",3
"3887",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",3
"3888",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Homeless Veterans",55
"3889",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Parenting Youth (Under 25)",3
"3890",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Parenting Youth Age 18-24",3
"3891",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Sheltered Parenting Youth Under 18",0
"3892",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Total Homeless",388
"3893",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Children of Parenting Youth",36
"3894",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Chronically Homeless",66
"3895",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Chronically Homeless Individuals",66
"3896",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Chronically Homeless People in Families",0
"3897",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Homeless",254
"3898",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Homeless Individuals",144
"3899",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Homeless People in Families",110
"3900",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"3901",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",5
"3902",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",5
"3903",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Homeless Veterans",10
"3904",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Parenting Youth (Under 25)",36
"3905",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Parenting Youth Age 18-24",36
"3906",2016-01-01,"Florida","FL-602","Punta Gorda/Charlotte County CoC","Unsheltered Parenting Youth Under 18",0
"3907",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Children of Parenting Youth",2
"3908",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Chronically Homeless",90
"3909",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Chronically Homeless Individuals",82
"3910",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Chronically Homeless People in Families",8
"3911",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Homeless Individuals",310
"3912",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Homeless People in Families",129
"3913",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Homeless Unaccompanied Children (Under 18)",10
"3914",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",24
"3915",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Homeless Unaccompanied Youth (Under 25)",34
"3916",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Homeless Veterans",19
"3917",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Parenting Youth (Under 25)",2
"3918",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Parenting Youth Age 18-24",2
"3919",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Parenting Youth Under 18",0
"3920",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Children of Parenting Youth",2
"3921",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Chronically Homeless",20
"3922",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Chronically Homeless Individuals",20
"3923",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Chronically Homeless People in Families",0
"3924",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Homeless",256
"3925",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Homeless Individuals",162
"3926",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Homeless People in Families",94
"3927",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",10
"3928",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",14
"3929",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",24
"3930",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Homeless Veterans",12
"3931",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Parenting Youth (Under 25)",2
"3932",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Parenting Youth Age 18-24",2
"3933",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Sheltered Parenting Youth Under 18",0
"3934",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Total Homeless",439
"3935",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Children of Parenting Youth",0
"3936",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Chronically Homeless",70
"3937",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Chronically Homeless Individuals",62
"3938",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Chronically Homeless People in Families",8
"3939",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Homeless",183
"3940",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Homeless Individuals",148
"3941",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Homeless People in Families",35
"3942",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"3943",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",10
"3944",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",10
"3945",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Homeless Veterans",7
"3946",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Parenting Youth (Under 25)",0
"3947",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Parenting Youth Age 18-24",0
"3948",2016-01-01,"Florida","FL-603","Ft Myers/Cape Coral/Lee County CoC","Unsheltered Parenting Youth Under 18",0
"3949",2016-01-01,"Florida","FL-604","Monroe County CoC","Children of Parenting Youth",2
"3950",2016-01-01,"Florida","FL-604","Monroe County CoC","Chronically Homeless",126
"3951",2016-01-01,"Florida","FL-604","Monroe County CoC","Chronically Homeless Individuals",126
"3952",2016-01-01,"Florida","FL-604","Monroe County CoC","Chronically Homeless People in Families",0
"3953",2016-01-01,"Florida","FL-604","Monroe County CoC","Homeless Individuals",497
"3954",2016-01-01,"Florida","FL-604","Monroe County CoC","Homeless People in Families",78
"3955",2016-01-01,"Florida","FL-604","Monroe County CoC","Homeless Unaccompanied Children (Under 18)",5
"3956",2016-01-01,"Florida","FL-604","Monroe County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",26
"3957",2016-01-01,"Florida","FL-604","Monroe County CoC","Homeless Unaccompanied Youth (Under 25)",31
"3958",2016-01-01,"Florida","FL-604","Monroe County CoC","Homeless Veterans",87
"3959",2016-01-01,"Florida","FL-604","Monroe County CoC","Parenting Youth (Under 25)",2
"3960",2016-01-01,"Florida","FL-604","Monroe County CoC","Parenting Youth Age 18-24",2
"3961",2016-01-01,"Florida","FL-604","Monroe County CoC","Parenting Youth Under 18",0
"3962",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Children of Parenting Youth",2
"3963",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Chronically Homeless",8
"3964",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Chronically Homeless Individuals",8
"3965",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Chronically Homeless People in Families",0
"3966",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Homeless",305
"3967",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Homeless Individuals",259
"3968",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Homeless People in Families",46
"3969",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",5
"3970",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",8
"3971",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",13
"3972",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Homeless Veterans",45
"3973",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Parenting Youth (Under 25)",2
"3974",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Parenting Youth Age 18-24",2
"3975",2016-01-01,"Florida","FL-604","Monroe County CoC","Sheltered Parenting Youth Under 18",0
"3976",2016-01-01,"Florida","FL-604","Monroe County CoC","Total Homeless",575
"3977",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Children of Parenting Youth",0
"3978",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Chronically Homeless",118
"3979",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Chronically Homeless Individuals",118
"3980",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Chronically Homeless People in Families",0
"3981",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Homeless",270
"3982",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Homeless Individuals",238
"3983",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Homeless People in Families",32
"3984",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"3985",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",18
"3986",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",18
"3987",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Homeless Veterans",42
"3988",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Parenting Youth (Under 25)",0
"3989",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Parenting Youth Age 18-24",0
"3990",2016-01-01,"Florida","FL-604","Monroe County CoC","Unsheltered Parenting Youth Under 18",0
"3991",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Children of Parenting Youth",45
"3992",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Chronically Homeless",459
"3993",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Chronically Homeless Individuals",452
"3994",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Chronically Homeless People in Families",7
"3995",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Homeless Individuals",1008
"3996",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Homeless People in Families",324
"3997",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Homeless Unaccompanied Children (Under 18)",2
"3998",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",61
"3999",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Homeless Unaccompanied Youth (Under 25)",63
"4000",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Homeless Veterans",115
"4001",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Parenting Youth (Under 25)",27
"4002",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Parenting Youth Age 18-24",26
"4003",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Parenting Youth Under 18",1
"4004",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Sheltered Children of Parenting Youth",41
"4005",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Sheltered Chronically Homeless",31
"4006",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Sheltered Chronically Homeless Individuals",28
"4007",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Sheltered Chronically Homeless People in Families",3
"4008",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Sheltered Homeless",507
"4009",2016-01-01,"Florida","FL-605","West Palm Beach/Palm Beach County CoC","Sheltered Homeless Individuals",236
